0,0,0,0,1,1,0,2,2,0,-0.06016918413118544
2,0,0,1,0,2,1,2,1,2,0.005131507889740849
2,1,1,1,2,0,0,2,0,8,0.060010859899542524
1,2,0,1,2,0,2,0,1,5,-0.9618479575523055
0,2,2,1,2,0,0,1,1,0,0.0899999999999765
0,0,2,2,0,1,1,1,2,4,0.0821928367520345
1,2,1,0,2,0,2,1,0,3,0.0
1,1,0,0,2,2,2,0,1,7,-0.6513215599000001
0,0,1,1,2,0,1,0,2,0,0.9999999999999996
0,1,1,0,1,0,2,2,0,8,0.9999999999999996
2,1,1,0,0,1,1,2,2,3,-0.5695327900000001
0,0,0,0,0,1,2,1,0,0,0.575831146765308
2,1,1,0,0,1,0,2,2,6,-0.6481834539391
0,2,1,1,2,1,2,1,0,8,0.0
1,0,2,0,0,0,1,1,2,4,-0.37650398060831636
1,2,1,2,2,0,1,0,1,5,0.911370618803475
0,2,1,0,0,1,1,0,2,0,-0.2441320489
0,0,2,2,1,0,0,0,1,1,0.15042808815570696
1,0,0,2,2,0,0,0,1,6,-0.9499358429413927
0,0,2,0,1,0,0,2,1,3,0.8548498847553065
2,1,0,2,1,0,1,2,0,5,0.03870874993634684
0,2,1,1,1,0,0,2,0,0,-0.8197633246832895
2,2,0,0,1,0,0,1,1,2,0.9999999999999996
2,0,0,0,0,2,0,1,1,2,0.0
1,0,0,2,0,0,2,1,0,5,0.6829246127433088
1,1,0,0,2,2,0,1,0,2,0.8931499271889699
1,2,2,0,2,0,1,0,1,3,0.9999635646105794
2,2,1,1,0,1,2,0,0,4,0.5217031000000001
0,1,1,0,0,0,2,0,2,0,0.9999999999895721
1,1,0,2,0,2,0,1,0,4,0.7458134171671
0,0,1,0,0,2,0,0,1,0,-0.134692086865866
0,2,0,1,1,0,0,2,1,5,-0.594319167612684
0,2,2,0,1,2,1,1,0,8,0.9999999999999993
1,0,2,0,0,0,0,0,1,4,-0.7528402370298326
1,2,1,1,1,0,0,2,2,5,-0.1
2,0,0,0,0,1,0,1,2,4,0.48151429092497017
2,2,0,0,0,0,1,1,0,2,0.0
1,0,1,0,0,2,0,2,0,6,0.899382534626462
2,2,1,0,0,1,1,1,2,4,0.9999999952995795
0,2,0,1,1,2,2,1,0,8,0.015534103838669504
0,0,0,1,1,2,0,0,2,6,-0.7084540948982944
2,2,1,2,1,0,0,1,0,8,-0.19
2,0,2,2,0,1,1,1,0,1,0.8711133645460138
0,1,0,0,2,0,0,1,2,5,-0.901522909781639
1,0,2,0,2,0,1,1,0,8,-0.8198174030450908
1,2,2,1,0,2,0,0,1,6,0.8499053647030009
1,0,2,0,2,0,0,0,1,1,-0.9683452946943696
0,0,0,1,0,1,2,2,0,2,0.0
2,2,0,0,1,1,0,0,1,2,0.9999999999999832
1,1,2,0,0,2,2,0,1,7,-0.2253116396617938
0,2,1,0,1,2,2,0,1,3,0.0
0,0,0,1,2,2,1,1,2,1,-0.1
0,1,1,2,2,1,0,0,0,8,-0.5820229886731749
1,0,2,1,0,1,2,0,2,1,-0.6125795110000001
1,1,0,0,0,2,1,0,2,4,0.0
1,2,0,2,1,0,1,0,2,2,0.9999999999999996
2,1,0,2,1,1,1,2,0,2,0.0
0,1,0,2,0,1,2,1,2,0,0.08999999999999997
1,2,1,0,0,0,1,0,2,3,-0.9739420587043446
1,2,0,2,0,0,1,0,0,8,0.8998552963995344
0,1,0,2,2,1,0,0,1,6,-0.38463982844989086
0,0,2,2,0,0,0,1,1,1,0.0
0,0,0,1,0,2,2,1,1,0,-0.052690912062889374
0,0,2,0,1,2,1,0,0,0,-0.8619031903221439
1,0,0,0,1,2,0,2,0,3,0.8686770605348196
2,0,0,0,1,2,2,1,1,3,2.8265014424619416e-06
0,1,1,0,1,0,0,2,2,6,0.9999999999999996
0,1,2,2,1,0,0,0,0,0,0.8999757617099472
0,0,1,1,2,0,1,2,2,5,-0.46855900000000006
2,0,2,0,1,0,0,1,1,1,0.9999999999999996
2,0,0,2,2,1,0,1,1,1,-0.1
2,2,1,0,0,2,0,1,1,4,0.0
1,1,0,2,2,0,2,0,1,5,-0.13243969000000072
2,0,1,0,0,1,0,0,0,3,-0.9096712837754258
0,1,2,0,1,2,1,0,0,0,-0.37855900005143156
0,1,0,0,0,2,1,0,0,3,-0.24118934294476296
0,0,0,0,1,0,2,0,1,2,-0.9887873631681072
0,1,2,0,0,0,2,1,1,0,0.06046382506638158
2,1,0,0,1,0,0,0,2,6,0.5108504452648294
0,1,0,0,0,1,2,0,2,2,-0.9435108566406464
2,1,2,2,0,1,0,1,0,8,-0.1
0,1,1,0,0,2,0,1,2,0,-0.3606987958638296
0,2,0,2,0,1,0,0,1,7,0.0
1,0,0,1,0,2,2,0,1,2,-0.8303127358360284
0,0,0,2,2,1,0,1,1,0,-0.5360357317677158
2,0,1,1,0,0,0,2,0,8,0.0066399837867164675
0,0,0,0,0,2,0,0,1,2,0.538976247178892
2,2,0,1,1,0,1,0,0,5,0.07220374767549863
1,2,2,0,0,1,0,0,1,7,-0.7628006276999821
0,0,0,1,0,1,1,2,2,0,-0.40337002321273896
0,0,2,2,0,1,2,1,1,4,-0.5903780726447649
2,0,1,1,2,1,0,0,0,6,-0.13854468243863027
2,0,1,2,2,0,1,1,0,5,-0.1
0,1,0,1,2,0,2,0,1,2,0.9999999999999996
0,1,1,2,0,2,0,1,0,0,0.04217031000000001
2,0,2,0,0,1,1,1,0,1,0.9999999999999996
2,1,0,2,1,1,1,0,2,7,-0.9966186080864774
0,1,0,0,2,0,0,2,1,0,-0.04765451749127196
1,2,0,1,2,0,0,1,2,5,0.18502625834284703
2,0,0,2,1,1,0,0,0,1,-0.8148226394220781
0,2,0,0,1,2,0,1,1,0,-0.9088789464345908
2,1,0,2,0,0,1,1,2,2,-0.012348903618999985
0,2,2,0,0,1,1,0,1,7,0.28702396370428335
2,1,1,0,2,0,1,2,1,5,0.0
2,2,0,1,1,0,0,2,1,5,0.9880274848174379
2,1,1,2,0,0,1,0,2,7,-0.19
1,2,2,1,2,1,0,0,0,6,0.999999646659165
1,0,0,0,0,0,2,1,0,8,-0.11085149352308298
0,1,0,0,0,0,2,2,1,5,0.4282764692608578
2,0,2,0,1,0,0,1,1,5,-0.6189236306010873
2,0,0,2,0,1,0,1,1,1,-0.11968939400493349
2,1,0,0,2,0,0,1,1,6,0.898368792152074
1,2,0,2,0,1,1,0,0,2,-0.23806647817408227
0,0,1,1,2,0,2,0,1,1,-0.9951026277350625
0,0,1,1,2,2,1,2,1,0,0.0
2,2,0,1,1,2,0,0,1,2,0.14048283738513265
2,0,1,1,2,0,0,1,0,6,0.39903142514825696
0,1,0,0,1,0,2,2,0,2,-0.9144102269052742
0,1,1,2,2,0,0,1,2,0,0.34390000000000004
0,0,1,1,2,2,1,1,2,1,-0.9866972053527088
0,0,2,1,2,1,0,0,0,7,-0.7923400445363725
0,1,0,2,0,1,0,2,0,0,0.0171
0,0,0,0,1,2,1,1,2,0,-0.14625410957860568
0,2,1,1,0,0,0,0,2,0,0.15866087419308958
1,2,1,2,0,0,1,2,1,4,0.947665236697264
1,2,1,0,0,0,1,2,0,8,-0.1
2,0,2,0,1,0,2,1,1,1,0.9999999999999996
2,2,1,1,2,1,1,0,0,8,0.9999999999999996
