0,0,0,0,1,1,0,2,2,0,-0.014451985479592547
2,0,0,1,0,2,1,2,1,2,0.003120408620969522
2,1,1,1,2,0,0,2,0,8,0.017192559417240898
2,0,0,0,0,2,0,1,1,2,0.0
0,2,2,1,2,0,0,1,1,0,0.0
0,0,2,2,0,1,1,1,2,4,0.0
2,0,2,2,0,1,1,0,1,7,0.40951000000000004
1,1,0,0,2,2,2,0,1,7,-0.1
0,0,2,0,1,2,0,0,1,7,0.0171
0,0,1,1,2,0,1,0,2,0,0.9999999999999996
0,1,1,0,1,0,2,2,0,8,0.9999999961926593
2,1,1,0,0,1,1,2,2,3,-0.8905810108684877
0,0,0,0,0,1,2,1,0,0,0.3704975930332431
2,1,1,0,0,1,0,2,2,6,-0.8074902727437929
1,2,2,0,0,1,0,0,1,7,-0.25561
1,0,2,0,0,0,1,1,2,4,-0.11207166647696096
0,2,1,0,0,1,1,0,2,0,0.10696671431409663
0,0,2,2,1,0,0,0,1,1,0.0
1,0,0,2,2,0,0,0,1,6,-0.271
0,0,2,0,1,0,0,2,1,3,0.0
2,1,0,2,1,0,1,2,0,5,0.0
0,2,1,1,1,0,0,2,0,0,-0.24904900000000002
2,2,0,0,1,0,0,1,1,2,0.9999999191669505
1,2,0,1,2,0,2,0,1,5,-0.34390000000000004
1,0,0,2,0,0,2,1,0,5,0.008099999794533234
1,1,0,0,2,2,0,1,0,2,0.899999999999999
1,2,2,0,2,0,1,0,1,3,0.34390000000000004
2,2,1,1,0,1,2,0,0,4,0.9999999999999992
0,1,1,0,0,0,2,0,2,0,0.9999999999999996
0,0,1,0,0,1,0,2,0,3,-0.2629
0,0,1,0,0,2,0,0,1,0,0.18683193869788173
0,2,0,1,1,0,0,2,1,5,-0.19
0,1,1,0,0,2,0,0,2,3,0.8746541148705629
0,2,0,0,1,1,0,2,0,8,0.38923280291704354
1,2,1,1,1,0,0,2,2,5,-0.68618940391
2,0,0,0,0,1,0,1,2,4,0.8218958663127442
2,2,0,0,0,0,1,1,0,2,0.899999999999999
0,0,2,1,0,0,0,0,0,7,0.05530715020813025
2,2,1,0,0,1,1,1,2,4,0.9999999999999996
0,0,0,1,0,0,2,0,1,2,0.12642944128799374
0,2,0,1,1,2,2,1,0,8,0.007290000000000001
0,0,0,1,1,2,0,0,2,6,-0.1
2,2,1,2,1,0,0,1,0,8,-0.2748345374816772
2,0,2,2,0,1,1,1,0,1,0.17074849853369892
0,1,0,0,2,0,0,1,2,5,-0.34908473635297
1,2,2,1,0,2,0,0,1,6,0.9999992612520906
1,0,2,0,2,0,0,0,1,1,-0.9999844528736332
0,0,0,1,0,1,2,2,0,2,0.0
2,2,0,0,1,1,0,0,1,2,0.9999999998823413
2,0,2,0,1,0,1,1,2,1,0.9999999999999996
2,1,1,2,2,1,0,0,0,6,-0.15180153590461515
0,2,1,0,1,2,2,0,1,3,0.12052571074064128
0,0,0,1,2,2,1,1,2,1,0.0
0,1,1,2,2,1,0,0,0,8,-0.40327809432998457
1,0,2,1,0,1,2,0,2,1,-0.1
1,1,0,0,0,2,1,0,2,4,-0.37504119517055906
1,2,0,2,1,0,1,0,2,2,0.0
2,1,0,2,1,1,1,2,0,2,0.0
0,1,0,2,0,1,2,1,2,0,0.0
1,2,1,0,0,0,1,0,2,3,-0.8188849173780003
1,2,0,2,0,0,1,0,0,8,0.0
0,1,0,2,2,1,0,0,1,6,-0.664560396897227
0,0,2,2,0,0,0,1,1,1,0.036855900000000004
0,0,0,1,0,2,2,1,1,0,0.0
0,0,2,0,1,2,1,0,0,0,-0.0012826819072997847
1,2,2,0,1,0,1,0,0,7,-0.9267555546614025
1,2,0,0,1,1,0,2,0,6,-0.6513215599000001
2,0,0,0,1,2,2,1,1,3,0.0
1,0,1,2,1,0,2,2,0,8,0.9997302783944093
0,1,2,2,1,0,0,0,0,0,0.0
0,0,1,1,2,0,1,2,2,5,-0.68618940391
2,0,2,0,1,0,0,1,1,1,0.9999238226519541
2,0,0,2,2,1,0,1,1,1,0.0
2,2,1,0,0,2,0,1,1,4,0.13365706014002648
1,1,0,2,2,0,2,0,1,5,0.0
1,2,1,0,0,0,2,0,0,5,4.102916365830383e-09
0,1,2,0,1,2,1,0,0,0,-0.09
0,1,0,0,0,2,1,0,0,3,0.17869116649678762
0,0,0,0,1,0,2,0,1,2,-0.24439810309447085
0,1,2,0,0,0,2,1,1,0,0.08817519963685994
1,0,1,0,2,0,2,0,0,8,0.8999999999658462
0,0,2,0,0,0,0,0,1,7,0.8113916803712414
1,1,2,2,1,1,0,2,0,6,-0.5217031000000001
2,1,2,2,0,1,0,1,0,8,-0.137098
0,1,1,0,0,2,0,1,2,0,-0.3664409539407525
0,2,0,2,0,1,0,0,1,7,0.0
1,0,0,1,0,2,2,0,1,2,-0.36931865828329
0,0,1,0,2,0,1,2,0,3,-0.9995562162113275
2,0,1,1,0,0,0,2,0,8,0.5815849380096816
0,0,0,0,0,2,0,0,1,2,0.5272002634154278
2,2,0,1,1,0,1,0,0,5,0.16150551618417533
0,2,1,1,2,1,2,1,0,8,0.0
0,0,0,1,0,1,1,2,2,0,-0.24314309221446517
0,0,2,2,0,1,2,1,1,4,-0.271
2,0,1,1,2,1,0,0,0,6,0.024208329056253655
2,0,1,2,2,0,1,1,0,5,-0.6264391288945872
0,1,0,1,2,0,2,0,1,2,0.9999999999999996
0,0,1,1,2,2,0,1,2,0,0.899999999999999
2,0,2,0,0,1,1,1,0,1,0.9999999999999996
2,1,0,2,1,1,1,0,2,7,-0.9999999999630776
0,1,0,0,2,0,0,2,1,0,0.08729015887418737
1,2,0,1,2,0,0,1,2,5,0.0
2,0,0,2,1,1,0,0,0,1,-0.6422745368347551
0,0,1,2,0,2,0,0,1,1,-0.8443734668288343
2,1,0,2,0,0,1,1,2,2,0.0
0,0,2,2,0,1,1,0,1,7,0.0
2,1,1,0,2,0,1,2,1,5,0.0
0,2,2,1,1,0,2,0,1,5,0.717570463519
2,1,1,2,0,0,1,0,2,7,0.19028651158535026
1,2,2,1,2,1,0,0,0,6,0.40951000000000004
1,0,0,0,0,0,2,1,0,8,0.13768034983334493
0,1,0,0,2,0,2,1,1,3,0.8999996775323774
2,0,0,2,0,1,0,1,1,1,-0.09495955661978628
2,1,0,0,2,0,0,1,1,6,0.8984202385941756
1,2,0,2,0,1,1,0,0,2,0.0
0,0,1,1,2,0,2,0,1,1,-0.30219310000000027
0,0,1,1,2,2,1,2,1,0,0.0
2,2,0,1,1,2,0,0,1,2,0.0
2,0,1,1,2,0,0,1,0,6,0.5220125060068007
0,1,0,0,1,0,2,2,0,2,0.0
0,1,1,2,2,0,0,1,2,0,0.9999999999999996
0,0,1,1,2,2,1,1,2,1,-0.9999550180377524
0,0,2,1,2,1,0,0,0,7,-0.09809999999999999
0,1,0,2,0,1,0,2,0,0,0.16509911194855836
0,0,0,0,1,2,1,1,2,0,-0.41461176621929474
1,2,0,0,0,0,0,2,1,6,0.08257691026072161
1,2,1,2,0,0,1,2,1,4,0.9958254420820708
1,2,1,0,0,0,1,2,0,8,-0.19
2,0,2,0,1,0,2,1,1,1,0.9999999999999996
2,2,1,1,2,1,1,0,0,8,0.7712320754503901
0,0,1,0,2,0,1,0,0,3,0.20421840151482906
2,2,0,1,0,1,1,0,0,2,0.9999999999305238
1,2,0,0,0,2,1,2,1,4,0.911370618803475
2,0,2,0,0,1,0,1,0,4,-0.06633899999999998
0,0,0,1,0,0,2,1,0,0,0.3740084199732687
1,2,1,2,0,2,1,1,0,8,-0.19
2,2,1,0,1,1,0,0,0,6,-0.716043889843532
0,2,2,1,0,1,0,1,2,6,0.0
0,2,1,0,0,2,1,1,2,4,0.9999999999999996
2,0,2,0,1,1,0,0,1,1,0.9999999999999996
0,0,2,1,2,0,1,0,1,0,-0.8910068313615328
1,0,0,1,2,2,0,2,1,6,0.9998838936929647
0,1,1,0,0,2,2,0,1,4,-0.1
0,1,2,0,0,0,1,0,0,8,0.31732351218873467
2,0,1,1,1,2,2,1,0,8,-0.9282102012308148
0,2,0,1,0,1,0,0,0,6,-0.24794236736523256
1,0,2,2,0,0,0,1,1,4,0.2706109762115899
0,1,0,1,0,2,1,2,2,0,0.46855900000000006
2,1,0,1,2,1,0,0,0,6,0.8999921612583079
0,1,0,1,2,0,0,0,0,0,0.34583350881857305
2,0,1,0,0,0,2,1,1,5,0.08999998478983566
0,0,0,0,1,1,2,0,2,3,0.99999999999596
1,0,2,1,1,0,0,0,2,1,-0.3122843257668193
1,1,0,0,2,2,0,1,2,6,-0.19
2,1,1,0,0,0,2,0,0,5,-0.7860916426898212
2,0,1,1,1,2,2,0,0,7,0.00016584899981428701
1,2,0,0,0,1,0,1,2,2,0.0
2,0,0,2,0,1,0,1,0,2,-0.07609220596090001
0,1,0,0,2,1,2,1,0,0,0.6712320754503898
0,0,0,2,1,0,0,0,0,5,0.40263324915069115
0,1,1,1,2,2,2,0,1,0,0.0
2,0,2,2,1,1,1,1,0,8,-0.9962428978738638
1,0,2,0,2,1,1,0,0,7,-0.33661
0,0,1,0,0,1,2,0,2,0,-0.5625534981428983
2,1,1,0,2,0,1,0,0,3,0.8995027106586135
2,0,1,0,0,2,1,1,2,1,-0.1
2,1,0,1,0,0,1,2,0,5,0.0
0,1,2,1,0,2,0,0,1,6,-0.024390000000000005
0,2,0,0,0,0,0,1,1,5,-0.07885182352657605
1,2,0,0,0,2,1,0,1,3,-0.16561000000000003
0,2,1,0,0,0,0,0,0,7,0.7053367903400837
2,1,1,0,0,1,0,0,2,7,0.8999999995710707
1,0,2,2,0,0,1,0,0,5,0.08118890635820174
1,2,0,0,0,1,0,2,0,8,-0.24131711501685413
1,2,0,0,2,0,1,1,2,2,0.2438999999999999
2,0,0,1,1,2,1,0,0,7,-0.7283424614935359
0,0,0,0,1,2,0,0,0,8,0.3061281542053172
1,1,0,0,0,0,0,0,2,5,-0.5032985105293317
0,2,2,1,2,1,1,0,1,0,0.9999999999999996
0,0,1,0,0,2,1,0,0,8,0.06038082036703857
0,2,2,1,2,1,0,0,1,0,-0.19
0,0,0,2,1,0,1,2,0,0,0.002785590000000001
1,0,1,2,2,0,1,2,1,1,0.9999999999999984
